,movie,chapter,character,dialog,movie_number
1267,Harry Potter and the Chamber of Secrets,Kill!,Albus Dumbledore,"We will be able to cure her, Argus. As I understand it, Madame Sprout has a very healthy growth of Mandrakes. When matured, a potion will be made which will revive Mrs. Norris. And in the meantime, I strongly recommend caution… to all.",2
1268,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"It's a bit strange, isn't it?",2
1269,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,Strange?,2
1270,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"You hear this voice, a voice only you can hear, and then Mrs. Norris turns up Petrified. It's just… strange.",2
1271,Harry Potter and the Chamber of Secrets,Kill!,Harry Potter,"Do you think I should have told them? Dumbledore and the others, I mean?",2
1272,Harry Potter and the Chamber of Secrets,Kill!,Ron Weasley,Are you mad?,2
1273,Harry Potter and the Chamber of Secrets,Kill!,Hermione Granger,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign.",2
1274,Harry Potter and the Chamber of Secrets,Kill!,Man in a painting,"She's right, you know.",2
1275,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Could I have your attention, please? Right. Now, today, we will be transforming animals into water goblets. Like so. One, two, three, Vera verto. Now it's your turn. Well, who would like to go first? Ah! Mr. Weasley. “One, two, three. Vera verto.”",2
1276,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Ahem. Vera verto!,2
1277,Harry Potter and the Chamber of Secrets,About the Chamber,Students,"Ha, ha, ha, ha, ha…",2
1278,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"That wand needs replacing, Mr. Weasley. Yes, Miss Granger?",2
1279,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"Professor, I was wondering if you could tell us about…the Chamber of Secrets?",2
1280,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Well, very well. Well, you all know, of course, that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age: Godric Gryffindor, Helga Hufflepuff, Rowena Ravenclaw, and Salazar Slytherin. Now, three of the founders coexisted quite harmoniously. One did not.",2
1281,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Three guesses who.,2
1282,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Salazar Slytherin wished to be more selective about the students admitted to Hogwarts. He believed magical learning should be kept within all-magic families. In other words, “pure-bloods.” Unable to sway the others, he decided to leave the school. Now, according to legend, Slytherin had built a hidden chamber in this castle, known as the Chamber of Secrets. Though, shortly before departing, he sealed it until that time when his own true heir returned to the school. The heir alone would be able to open the Chamber and unleash the horror within, and by so doing purge the school of all those who, in Slytherin's view, were unworthy to study magic.",2
1283,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,Muggle-borns.,2
1284,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Well, naturally, the school had been searched many times. No such chamber has been found.",2
1285,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,Professor? What exactly does legend tell us lies within the Chamber?,2
1286,Harry Potter and the Chamber of Secrets,About the Chamber,Minerva McGonagall,"Well, the Chamber is said to home to something that only the Heir of Slytherin can control. It is said to be the home of a monster.",2
1287,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,D'you think it's true? D'you think there really is a Chamber of Secrets?,2
1288,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,Yes. Couldn't you tell? McGonagall's worried. All the teachers are.,2
1289,Harry Potter and the Chamber of Secrets,About the Chamber,Harry Potter,"Well, if there really is a Chamber of Secrets, a-and it really has been opened, then that means---",2
1290,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"The Heir of Slytherin has returned to Hogwarts. The question is, who is it?",2
1291,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Let's think. Who do we know who thinks all Muggle-borns are scum?,2
1292,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,If you're talking about Malfoy.,2
1293,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,"Of course. You heard him! 'You'll be next Mudbloods,'",2
1294,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"I heard him. But Malfoy, the Heir of Slytherin?",2
1295,Harry Potter and the Chamber of Secrets,About the Chamber,Harry Potter,"Well, maybe Ron's right, Hermione. I mean, look at his family. The whole lot of them have been in Slytherin for centuries.",2
1296,Harry Potter and the Chamber of Secrets,About the Chamber,Ron Weasley,Crabbe and Goyle must know. Maybe we could trick them into telling.,2
1297,Harry Potter and the Chamber of Secrets,About the Chamber,Hermione Granger,"Even they aren't that thick. But there might be another way. Mind you, it would be difficult. Not to mention, we would be breaking about fifty school rules. And, it'll be dangerous. Very dangerous.",2
1298,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,"Here it is. 'The Polyjuice Potion.'  'Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another.'",2
1299,Harry Potter and the Chamber of Secrets,Rogue Bludger,Ron Weasley,"Do you mean, if Harry and I drink that stuff, we'll turn into Crabbe and Goyle?",2
1300,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,Yes.,2
1301,Harry Potter and the Chamber of Secrets,Rogue Bludger,Ron Weasley,Wicked! Malfoy'll tell us anything.,2
1302,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,Exactly. But it's tricky. I've never seen a more complicated potion.,2
1303,Harry Potter and the Chamber of Secrets,Rogue Bludger,Harry Potter,"Well, how long will it take to make?",2
1304,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,A month.,2
1305,Harry Potter and the Chamber of Secrets,Rogue Bludger,Harry Potter,"A month? But, Hermione, if Malfoy is the Heir of Slytherin, he could attack half the Muggle-borns in the school by then.",2
1306,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,I know. But it's the only plan we've got.,2
1307,Harry Potter and the Chamber of Secrets,Rogue Bludger,Students,Yeah! Come on Slytherin!,2
1308,Harry Potter and the Chamber of Secrets,Rogue Bludger,Lee Jordan,Another goal for Slytherin! They lead Gryffindor ninety to thirty!,2
1309,Harry Potter and the Chamber of Secrets,Rogue Bludger,Marcus Flint,Yeah! Yeah!,2
1310,Harry Potter and the Chamber of Secrets,Rogue Bludger,Draco Malfoy,"All right there, Scarhead?",2
1311,Harry Potter and the Chamber of Secrets,Rogue Bludger,Oliver Wood,"Watch yourself, Harry!",2
1312,Harry Potter and the Chamber of Secrets,Rogue Bludger,Harry Potter,Wood! Look out!,2
1313,Harry Potter and the Chamber of Secrets,Rogue Bludger,Rubeus Hagrid,"Blimey! Harry's got himself a rogue Bludger! That's been tampered with, that has!",2
1314,Harry Potter and the Chamber of Secrets,Rogue Bludger,Ron Weasley,I'll stop it.,2
1315,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,No! Even with a proper wand it's too risky. You could hit Harry!,2
1316,Harry Potter and the Chamber of Secrets,Rogue Bludger,Draco Malfoy,"Training for the ballet, Potter?",2
1317,Harry Potter and the Chamber of Secrets,Rogue Bludger,Draco Malfoy,"You'll never catch me, Potter!",2
1318,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,Let's go.,2
1319,Harry Potter and the Chamber of Secrets,Rogue Bludger,Lee Jordan,Harry Potter has caught the Snitch! Gryffindor wins!,2
1320,Harry Potter and the Chamber of Secrets,Rogue Bludger,Hermione Granger,Finite incantatem!,2
1321,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,Thank you.,2
1322,Harry Potter and the Chamber of Secrets,No longer safe,Hermione Granger,Are you okay?,2
1323,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,"No, I think my- I think my arm's broken.",2
1324,Harry Potter and the Chamber of Secrets,No longer safe,Gilderoy Lockhart,"Not to worry, Harry. I will fix that arm of yours straight away.",2
1325,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,"No, not you.",2
1326,Harry Potter and the Chamber of Secrets,No longer safe,Gilderoy Lockhart,"Oh, poor boy doesn't know what he's saying. Now, this… won't hurt a bit. Brackium emendo!",2
1327,Harry Potter and the Chamber of Secrets,No longer safe,Students,Oh! Ooh! Ugh!,2
1328,Harry Potter and the Chamber of Secrets,No longer safe,Gilderoy Lockhart,"Ah, yes, well, ha, that can sometimes happen, um, butuh, the point is, uh,…",2
1329,Harry Potter and the Chamber of Secrets,No longer safe,Other,Ohh! Uhh!,2
1330,Harry Potter and the Chamber of Secrets,No longer safe,Gilderoy Lockhart,"…you can no longer feel any pain, and, heh- very clearly, the bones are not broken.",2
1331,Harry Potter and the Chamber of Secrets,No longer safe,Rubeus Hagrid,Broken? There's no bones left!,2
1332,Harry Potter and the Chamber of Secrets,No longer safe,Students,Uh-huh-ugh!,2
1333,Harry Potter and the Chamber of Secrets,No longer safe,Gilderoy Lockhart,"Much more flexible, though.",2
1334,Harry Potter and the Chamber of Secrets,No longer safe,Draco Malfoy,"Uhh, uhhh…",2
1335,Harry Potter and the Chamber of Secrets,No longer safe,Poppy Pomfrey,"Oh, Mr. Malfoy, stop making such a fuss, you can go. Out of my way. Out of my way! Should've been brought straight to me. I can mend bones in a heartbeat- but growing them back…",2
1336,Harry Potter and the Chamber of Secrets,No longer safe,Hermione Granger,"You will be able to, won't you?",2
1337,Harry Potter and the Chamber of Secrets,No longer safe,Poppy Pomfrey,"Oh, I'll be able to, certainly. But it'll be painful. You're in for a rough night, Potter. Regrowing bones is a nasty business.",2
1338,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,Ugh!,2
1339,Harry Potter and the Chamber of Secrets,No longer safe,Poppy Pomfrey,"Well, what do you expect? Pumpkin juice?",2
1340,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,Uh!,2
1341,Harry Potter and the Chamber of Secrets,No longer safe,Basilisk,Kill. Kill… Time to kill!,2
1342,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,Hello!,2
1343,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,Dobby?,2
1344,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,Harry Potter should have listened to Dobby! Harry Potter should have gone back home when he missed the train.,2
1345,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,It was you… You stopped the barrier from letting Ron and me through.,2
1346,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,"Indeed. Yes, sir.",2
1347,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,You nearly got Ron and me expelled!,2
1348,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,At least you would be away from here. Harry Potter must go home! Dobby thought his Bludger would be enough to make Harry Potter see that---,2
1349,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,Your Bludger? You made that Bludger chase after me?,2
1350,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,"Uhuh… Dobby feels most aggrieved, sir. Dobby had to iron his hands.",2
1351,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,"You'd better clear off before my bones come back, Dobby, or I might strangle you!",2
1352,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,Uh-huh-huh… Dobby is used to death threats sir. Dobby gets them five times a day at home.,2
1353,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,I don't suppose you could tell me why you're trying to kill me?,2
1354,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,"Not kill you, sir, never kill you! Dobby remembers how it was before Harry Potter triumphed over He-Who-Must-Not-Be-Named. We house elves were treated like vermin, sir. Of course, Dobby is still treated like vermin…uh, huh, huh, huh! Aah, ahh…",2
1355,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,Why do you wear that thing Dobby?,2
1356,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,"This, sir? It is a mark of the house-elves' enslavement. Dobby can only be freed if his master presents him with clothes. Ah! Listen. Listen! Terrible things are about to happen at Hogwarts. Harry Potter must not stay here, now that history is to repeat itself.",2
1357,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,Repeat itself? You mean this has happened before?,2
1358,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,Ah! I shouldn't have said that! Oh! Ah! Dah! Bad Dobby! Bad!,2
1359,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,"Dobby, stop it! Stop it! Stop, Dobby! Tell me, Dobby. When did this happen before? Who's doing it now?",2
1360,Harry Potter and the Chamber of Secrets,No longer safe,Dobby,"Dobby cannot say, sir. Dobby only wants Harry Potter to be safe.",2
1361,Harry Potter and the Chamber of Secrets,No longer safe,Harry Potter,"No, Dobby. Tell me. Who is it?",2
1362,Harry Potter and the Chamber of Secrets,No longer safe,Poppy Pomfrey,Put him here. What happened?,2
1363,Harry Potter and the Chamber of Secrets,No longer safe,Albus Dumbledore,There's been another attack.,2
1364,Harry Potter and the Chamber of Secrets,No longer safe,Minerva McGonagall,"I think- do ya know- I think he's been Petrified, Madame Pomfrey. Look! Perhaps he managed to take a picture of his attacker…",2
1365,Harry Potter and the Chamber of Secrets,No longer safe,Minerva McGonagall,"What can this mean, Albus?",2
1366,Harry Potter and the Chamber of Secrets,No longer safe,Albus Dumbledore,It means…that our students are in great danger.,2
1367,Harry Potter and the Chamber of Secrets,No longer safe,Minerva McGonagall,What should I tell the staff.,2
1368,Harry Potter and the Chamber of Secrets,No longer safe,Albus Dumbledore,"The truth. Tell them Hogwarts is no longer safe. It is as we feared, Minerva. The Chamber of Secrets has indeed been opened again.",2
1369,Harry Potter and the Chamber of Secrets,Dueling Club,Hermione Granger,Again? You mean the Chamber of Secrets has been opened before?,2
1370,Harry Potter and the Chamber of Secrets,Dueling Club,Ron Weasley,Of course. Don't you see? Lucius Malfoy must have opened it when he was at school here. And now he's taught Draco how to do it.,2
1371,Harry Potter and the Chamber of Secrets,Dueling Club,Hermione Granger,Maybe. We'll have to wait for the Polyjuice Potion to know for sure.,2
1372,Harry Potter and the Chamber of Secrets,Dueling Club,Ron Weasley,"Enlighten me. Why are we brewing this potion in broad daylight, in the middle of a girl's lavatory? Don't you think we'll get caught?",2
1373,Harry Potter and the Chamber of Secrets,Dueling Club,Hermione Granger,Heh… No. No one ever comes in here.,2
1374,Harry Potter and the Chamber of Secrets,Dueling Club,Ron Weasley,Why?,2
1375,Harry Potter and the Chamber of Secrets,Dueling Club,Hermione Granger,Moaning Myrtle.,2
